,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_features,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted,Self_loops,ROI_strl_thresh
0,SVC,Extraversion,test throw median,pearson,baseline,mean_strl,8.95,roc_auc_ovr_weighted,312,78.874,79.661,75.51,87.244,47.818,46.809,39.024,42.727,False,0
1,SVC,Neuroticism,test throw median,pearson,baseline,num_streamlines,8.921,roc_auc_ovr_weighted,311,100.0,100.0,100.0,100.0,48.411,48.98,54.545,40.635,False,0
2,SVC,Neuroticism,test throw median,pearson,baseline,mean_FA,8.893,roc_auc_ovr_weighted,310,82.002,82.203,80.374,88.223,54.013,53.061,46.512,50.836,False,0
3,SVC,Extraversion,test throw median,pearson,baseline,mean_FA,8.778,roc_auc_ovr_weighted,306,80.029,79.661,79.661,87.013,42.455,42.553,44.898,43.455,False,0
4,SVC,Neuroticism,test throw median,pearson,baseline,num_streamlines,8.692,roc_auc_ovr_weighted,303,100.0,100.0,100.0,100.0,48.411,48.98,54.545,40.97,False,0
5,SVC,Extraversion,test throw median,pearson,baseline,num_streamlines,8.52,roc_auc_ovr_weighted,297,100.0,100.0,100.0,100.0,45.636,46.809,56.14,40.727,False,0
6,SVC,Extraversion,test throw median,pearson,baseline,mean_FA,8.462,roc_auc_ovr_weighted,295,79.235,78.814,78.992,86.854,42.455,42.553,44.898,42.727,False,0
7,SVC,Neuroticism,test throw median,pearson,baseline,mean_FA,8.405,roc_auc_ovr_weighted,293,80.295,80.508,78.505,88.397,54.013,53.061,46.512,49.498,False,0
8,SVC,Neuroticism,test throw median,pearson,baseline,num_streamlines,8.032,roc_auc_ovr_weighted,280,100.0,100.0,100.0,100.0,46.237,46.939,53.571,42.809,False,0
9,SVC,Extraversion,test throw median,pearson,baseline,mean_FA,7.975,roc_auc_ovr_weighted,278,50.0,53.39,0.0,50.0,50.0,46.809,0.0,50.0,False,0
10,SVC,Neuroticism,test throw median,pearson,baseline,mean_FA,7.917,roc_auc_ovr_weighted,276,80.15,80.508,78.095,88.513,54.013,53.061,46.512,50.334,False,0
11,SVC,Neuroticism,test throw median,pearson,baseline,num_streamlines,7.803,roc_auc_ovr_weighted,272,100.0,100.0,100.0,100.0,44.064,44.898,52.632,42.977,False,0
12,SVC,Neuroticism,test throw median,pearson,baseline,mean_strl,7.602,roc_auc_ovr_weighted,265,81.076,81.356,79.245,88.339,54.013,53.061,46.512,50.334,False,0
13,SVC,Neuroticism,test throw median,pearson,baseline,mean_FA,7.487,roc_auc_ovr_weighted,261,74.045,73.729,73.043,83.449,53.512,53.061,51.064,46.99,False,0
14,SVC,Extraversion,test throw median,pearson,baseline,mean_FA,7.344,roc_auc_ovr_weighted,256,100.0,100.0,100.0,100.0,52.0,48.936,7.692,39.091,False,0
15,SVC,Extraversion,test throw median,pearson,baseline,mean_strl,7.315,roc_auc_ovr_weighted,255,100.0,100.0,100.0,100.0,52.0,48.936,7.692,38.909,False,0
16,SVC,Neuroticism,test throw median,pearson,baseline,mean_strl,7.2,roc_auc_ovr_weighted,251,80.584,80.508,79.279,90.249,46.99,46.939,48.0,46.823,False,0
17,SVC,Neuroticism,test throw median,pearson,baseline,mean_FA,7.028,roc_auc_ovr_weighted,245,91.609,91.525,90.909,97.917,51.589,51.02,47.826,51.171,False,0
18,SVC,Neuroticism,test throw median,pearson,baseline,num_streamlines,6.999,roc_auc_ovr_weighted,244,100.0,100.0,100.0,100.0,48.913,48.98,50.98,39.799,False,0
19,SVC,Extraversion,test throw median,pearson,baseline,mean_FA,6.942,roc_auc_ovr_weighted,242,81.616,81.356,81.034,87.59,44.727,44.681,45.833,42.909,False,0
20,SVC,Neuroticism,test throw median,pearson,baseline,num_streamlines,6.913,roc_auc_ovr_weighted,241,100.0,100.0,100.0,100.0,48.913,48.98,50.98,39.465,False,0
