,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_features,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted,Self_loops,ROI_strl_thresh
0,SVC,Extraversion,keep median,pearson,baseline,mean_strl,8.95,roc_auc_ovr_weighted,312,86.595,87.288,84.848,93.247,53.333,51.613,48.276,48.942,False,0
1,SVC,Neuroticism,keep median,pearson,baseline,num_streamlines,8.921,roc_auc_ovr_weighted,311,100.0,100.0,100.0,100.0,46.238,46.774,52.174,39.08,False,0
2,SVC,Neuroticism,keep median,pearson,baseline,mean_FA,8.893,roc_auc_ovr_weighted,310,82.002,82.203,80.374,88.223,44.253,43.548,38.596,38.558,False,0
3,SVC,Extraversion,keep median,pearson,baseline,mean_FA,8.778,roc_auc_ovr_weighted,306,78.99,79.661,76.0,87.273,51.905,50.0,45.614,50.053,False,0
4,SVC,Neuroticism,keep median,pearson,baseline,num_streamlines,8.692,roc_auc_ovr_weighted,303,100.0,100.0,100.0,100.0,46.238,46.774,52.174,38.871,False,0
5,SVC,Extraversion,keep median,pearson,baseline,num_streamlines,8.52,roc_auc_ovr_weighted,297,100.0,100.0,100.0,100.0,52.804,54.839,63.158,57.778,False,0
6,SVC,Extraversion,keep median,pearson,baseline,mean_FA,8.462,roc_auc_ovr_weighted,295,78.442,77.966,78.333,85.166,47.937,48.387,52.941,49.101,False,0
7,SVC,Neuroticism,keep median,pearson,baseline,mean_FA,8.405,roc_auc_ovr_weighted,293,80.295,80.508,78.505,88.397,44.253,43.548,38.596,38.14,False,0
8,SVC,Neuroticism,keep median,pearson,baseline,num_streamlines,8.032,roc_auc_ovr_weighted,280,100.0,100.0,100.0,100.0,44.514,45.161,51.429,37.304,False,0
9,SVC,Extraversion,keep median,pearson,baseline,mean_FA,7.975,roc_auc_ovr_weighted,278,50.0,53.39,0.0,100.0,50.0,43.548,0.0,52.963,False,0
